affiliation	affiliation_ror	affiliation_url	affiliation_ccode	affiliation_cname
ETH Zürich, Switzerland	ETH Zurich	https://ror.org/05a28rw58	CH	Switzerland
ETH Zürich, Switzerland && LMU München, Germany	ETH Zurich	https://ror.org/05a28rw58	CH	Switzerland
ETH Zürich, Switzerland. ETH Zurich, Switzerland	ETH Zurich	https://ror.org/05a28rw58	CH	Switzerland
ETH, Immigration Policy Lab	ETH Zurich	https://ror.org/05a28rw58	CH	Switzerland
ETH, Switzerland	ETH Zurich	https://ror.org/05a28rw58	CH	Switzerland
ETH, Switzerland. ETH Zurich, Switzerland	ETH Zurich	https://ror.org/05a28rw58	CH	Switzerland
ETH, Zurich	ETH Zurich	https://ror.org/05a28rw58	CH	Switzerland
ETH-Zurich, Switzerland	ETH Zurich	https://ror.org/05a28rw58	CH	Switzerland
EUI, Italy	European University Institute	https://ror.org/0031wrj91	IT	Italy
Ecole Normale Superieure Lyon, France	École Normale Supérieure de Lyon	https://ror.org/04zmssz18	FR	France
Einaudi Institute for Economics and Finance	Einaudi Institute for Economics and Finance	https://ror.org/04e874t64	IT	Italy
Emory University	Emory University	https://ror.org/03czfpz43	US	United States
Emory University, USA	Emory University	https://ror.org/03czfpz43	US	United States
Erasmus School of Economics, Erasmus University Rotterdam, Netherlands	Erasmus University Rotterdam	https://ror.org/057w15z03	NL	Netherlands
Erasmus University Rotterdam	Erasmus University Rotterdam	https://ror.org/057w15z03	NL	Netherlands
Erasmus University Rotterdam && Tinbergen Institute	Erasmus University Rotterdam	https://ror.org/057w15z03	NL	Netherlands
Erasmus University Rotterdam, Netherlands	Erasmus University Rotterdam	https://ror.org/057w15z03	NL	Netherlands
Erasmus University, Netherlands	Erasmus University Rotterdam	https://ror.org/057w15z03	NL	Netherlands
Essex University, United Kingdom	University of Essex	https://ror.org/02nkf1q06	GB	United Kingdom
Europa-Universität Flensburg	University of Flensburg	https://ror.org/046e0mt33	DE	Germany
European Commission, Joint Research Centre in Ispra.	Directorate-General Joint Research Centre	https://ror.org/04j5wtv36	BE	Belgium
European Politics, ETH Zurich	ETH Zurich	https://ror.org/05a28rw58	CH	Switzerland
European University Institute	European University Institute	https://ror.org/0031wrj91	IT	Italy
European University Institute & Centre for Economic and Regional Studies (Békéscsaba, Hungary), Italy	European University Institute	https://ror.org/0031wrj91	IT	Italy
European University Institute && Audencia Business School	European University Institute	https://ror.org/0031wrj91	IT	Italy
European University Institute && Nuffield College, University of Oxford	European University Institute	https://ror.org/0031wrj91	IT	Italy
European University Institute && RFF-CMCC European Institute on Economics and the Environment	European University Institute	https://ror.org/0031wrj91	IT	Italy
European University Institute && University of Essex	European University Institute	https://ror.org/0031wrj91	IT	Italy
European University Institute && University of Malta	European University Institute	https://ror.org/0031wrj91	IT	Italy
European University Institute (EUI)	European University Institute	https://ror.org/0031wrj91	IT	Italy
European University Institute EUI, Italy	European University Institute	https://ror.org/0031wrj91	IT	Italy
European University Institute, Aarhus University	European University Institute	https://ror.org/0031wrj91	IT	Italy
European University Institute, Firenze	European University Institute	https://ror.org/0031wrj91	IT	Italy
European University Institute, Florence	European University Institute	https://ror.org/0031wrj91	IT	Italy
European University Institute, Florence && University of Oxford, Oxford	European University Institute	https://ror.org/0031wrj91	IT	Italy
European University Institute, Italy	European University Institute	https://ror.org/0031wrj91	IT	Italy
European University Institute, Italy && Universidad Carlos III de Madrid, Spain	European University Institute	https://ror.org/0031wrj91	IT	Italy
European University Institute, Italy && University of North Carolina at Chapel Hill, USA	European University Institute	https://ror.org/0031wrj91	IT	Italy
European University Institute, Sweden	European University Institute	https://ror.org/0031wrj91	IT	Italy
European University Institute, Switzerland	European University Institute	https://ror.org/0031wrj91	IT	Italy
European University Viadrina, Germany	European University Viadrina	https://ror.org/02msan859	DE	Germany
Ewha Womans University, Korea, Republic of	Ewha Womans University	https://ror.org/053fp5c05	KR	South Korea
FGV, Brazil	Fundação Getulio Vargas	https://ror.org/01evzkn27	BR	Brazil
FLAME University, India	Flame University	https://ror.org/0252mqn49	IN	India
FORS	Swiss Centre of Expertise in the Social Sciences	https://ror.org/00weppy16	CH	Switzerland
FU Berlin & WZB, Germany	Freie Universität Berlin	https://ror.org/046ak2485	DE	Germany
FU Berlin, Germany	Freie Universität Berlin	https://ror.org/046ak2485	DE	Germany
Faculty of Law, Bar Ilan University, Israel	Bar-Ilan University	https://ror.org/03kgsv495	IL	Israel
Faculty of Political Science and Economics, Waseda University	Waseda University	https://ror.org/00ntfnx83	JP	Japan
Faculty of Social Sciences, Charles University	Charles University	https://ror.org/024d6js02	CZ	Czechia
Faculty of Social and Behavioural Sciences, Institute of Political Science, Leiden University	Leiden University	https://ror.org/027bh9e22	NL	Netherlands
Faculty of Social sciences, Charles University	Charles University	https://ror.org/024d6js02	CZ	Czechia
Fairleigh Dickinson University, USA	Fairleigh Dickinson University	https://ror.org/04wkzvc75	US	United States
Federal University of Rio Grande do Sul, Brazil	Federal University of Rio Grande do Sul	https://ror.org/041yk2d64	BR	Brazil
Flinders University	Flinders University	https://ror.org/01kpzv902	AU	Australia
Florida State University	Florida State University	https://ror.org/05g3dte14	US	United States
Florida State University, Tallahassee	Florida State University	https://ror.org/05g3dte14	US	United States
Florida State University, USA	Florida State University	https://ror.org/05g3dte14	US	United States
Fors Marsh Group	Fors Marsh Group	NA	US	United States
Francis Marion University, USA	Francis Marion University	https://ror.org/00pg98t08	US	United States
Franklin University Switzerland, Switzerland	Franklin University Switzerland	https://ror.org/0217vcy92	CH	Switzerland
Free University Amsterdam	VU Amsterdam	https://ror.org/008xxew50	NL	Netherlands
Free University Berlin, Germany	Freie Universität Berlin	https://ror.org/046ak2485	DE	Germany
Free University of Berlin	Freie Universität Berlin	https://ror.org/046ak2485	DE	Germany
Free University of Berlin, Germany	Freie Universität Berlin	https://ror.org/046ak2485	DE	Germany
Frei Universität Berlin && WZB Berlin Social Science Center	Freie Universität Berlin	https://ror.org/046ak2485	DE	Germany
Freie Universität Berlin	Freie Universität Berlin	https://ror.org/046ak2485	DE	Germany
Freie Universität Berlin, Germany	Freie Universität Berlin	https://ror.org/046ak2485	DE	Germany
Friedrich Ebert Foundation && Democracy Institute, CEU, Austria	Friedrich-Ebert-Stiftung e.V.	https://ror.org/02ak8fm03	DE	Germany
Friedrich Schiller University	Friedrich Schiller University Jena	https://ror.org/05qpz1x62	DE	Germany
Friedrich-Ebert-Stiftung	Friedrich-Ebert-Stiftung e.V.	https://ror.org/02ak8fm03	DE	Germany
Frisch Centre, Norway	University of Oslo	https://ror.org/01xtthb56	NO	Norway
Frisch, Norway	University of Oslo	https://ror.org/01xtthb56	NO	Norway
Fukuoka University, Fukuoka	Fukuoka University	https://ror.org/04nt8b154	JP	Japan
Fundação Getúlio Vargas, Brazil	Fundação Getulio Vargas	https://ror.org/01evzkn27	BR	Brazil
Furman University, USA	Furman University	https://ror.org/04ytb9n23	US	United States
GESIS	GESIS - Leibniz-Institute for the Social Sciences	https://ror.org/018afyw53	DE	Germany
GESIS - Leibniz Insitute for the Social Sciences, Germany	GESIS - Leibniz-Institute for the Social Sciences	https://ror.org/018afyw53	DE	Germany
GESIS - Leibniz Institute for the Social Sciences	Leibniz Institute for the Social Sciences	https://ror.org/018afyw53	DE	Germany
GESIS - Leibniz Institute for the Social Sciences, Germany	Leibniz Institute for the Social Sciences	https://ror.org/018afyw53	DE	Germany
GESIS - Leibniz Institute for the Social Sciences, Germany, University of Mannheim, Germany	GESIS - Leibniz-Institute for the Social Sciences	https://ror.org/018afyw53	DE	Germany
GESIS - Leibniz-Institute for the Social Sciences	GESIS - Leibniz-Institute for the Social Sciences	https://ror.org/018afyw53	DE	Germany
GESIS -- Leibniz Institute for the Social Sciences, Germany	GESIS - Leibniz-Institute for the Social Sciences	https://ror.org/018afyw53	DE	Germany
GESIS Leibniz Institute for Social Sciences, Germany	Leibniz Institute for the Social Sciences	https://ror.org/018afyw53	DE	Germany
GESIS Leibniz Institute for the Social Sciences	GESIS - Leibniz-Institute for the Social Sciences	https://ror.org/018afyw53	DE	Germany
GESIS Leibniz Institute for the Social Sciences, Germany	GESIS - Leibniz-Institute for the Social Sciences	https://ror.org/018afyw53	DE	Germany
GESIS Leibniz-Institute for the social sciences	GESIS - Leibniz-Institute for the Social Sciences	https://ror.org/018afyw53	DE	Germany
GESIS – Leibniz Institute for the Social Science, Germany	Leibniz Institute for the Social Sciences	https://ror.org/018afyw53	DE	Germany
GESIS – Leibniz Institute for the Social Sciences	GESIS - Leibniz-Institute for the Social Sciences	https://ror.org/018afyw53	DE	Germany
GESIS – Leibniz Institute for the Social Sciences, Cologne, Germany	GESIS - Leibniz-Institute for the Social Sciences	https://ror.org/018afyw53	DE	Germany
GESIS – Leibniz-Institute for the Social Sciences && University of California, San Francisco && University of Pittsburgh	GESIS - Leibniz-Institute for the Social Sciences	https://ror.org/018afyw53	DE	Germany
GESIS – Leibniz-Institute for the Social Sciences, University of California, San Francisco, University of Pittsburgh	GESIS - Leibniz-Institute for the Social Sciences	https://ror.org/018afyw53	DE	Germany
GESIS, Germany	GESIS - Leibniz-Institute for the Social Sciences	https://ror.org/018afyw53	DE	Germany
GESIS-Leibniz Institution for the Social Sciences	GESIS - Leibniz-Institute for the Social Sciences	https://ror.org/018afyw53	DE	Germany
GIGA - German Institute of Global and Area Studies, Hamburg, Germany	German Institute for Global and Area Studies	https://ror.org/00681ts17	DE	Germany
GIGA Hamburg, Germany	German Institute for Global and Area Studies	https://ror.org/00681ts17	DE	Germany
GIGA, Germany	German Institute for Global and Area Studies	https://ror.org/00681ts17	DE	Germany
GIGA-German Institute for Global and Area Studies/Leuphana University Lüneburg	German Institute for Global and Area Studies	https://ror.org/00681ts17	DE	Germany
GWU and Higher School of Economics, USA	George Washington University	https://ror.org/00y4zzh67	US	United States
Gakushuin University	Gakushuin University	https://ror.org/037s2db26	JP	Japan
General Jonas Žemaitis Military Academy of Lithuania	General Jonas Žemaitis Military Academy of Lithuania	https://ror.org/048m2aa35	LT	Lithuania
Georg-August University Göttingen, Deutsches Institut für Entwicklungspolitik	University of Göttingen	https://ror.org/01y9bpm73	DE	Germany
George Washington University, Israel	George Washington University	https://ror.org/00y4zzh67	US	United States
George Washington University, USA	George Washington University	https://ror.org/00y4zzh67	US	United States
George Washington University, Washington DC	George Washington University	https://ror.org/00y4zzh67	US	United States
Georgetown University	Georgetown University	https://ror.org/05vzafd60	US	United States
Georgetown University Law Center, The Hong Kong University of Science and Technology (HKUST)	Hong Kong University of Science and Technology	https://ror.org/00q4vv597	CN	China
Georgetown University, USA	Georgetown University	https://ror.org/05vzafd60	US	United States
Georgetown University, Washington	Georgetown University	https://ror.org/05vzafd60	US	United States
